id,title,description,images,price,category
2163,DANIEL KLEIN TRENDY WOMENS STAINLESS STEEL STRAP WATCH - DK.1.12403-3,"PRODUCT DETAILS

Case Color: Black
Dial Color: Red
Strap Color: Black
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 38*44.8MM
Strap Material: Stainless Steel
Band Width: 18*16MM
Dial Type: SUNRAY BRUSH DIAL","https://jubilee.ae/cdn/shop/products/DK.1.12403-3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12403-3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12403-3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12403-3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12403-3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12403-3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12403-3_1000x.jpg",84.00,women
2164,DANIEL KLEIN PREMIUM WOMENS LEATHER STRAP WATCH - DK.1.12691-4,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Black
Strap Color: Black
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 34*46.6MM
Strap Material: Leather
Band Width: 14*12MM
Dial Type: STARRY DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/DK.1.12691-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12691-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12691-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12691-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12691-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12691-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12691-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12691-4_1200x.jpg",108.00,women
2165,DANIEL KLEIN WOMEN STEEL NECKLACE - DKJ.2.4006-1,,"https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_1000x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_1200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_1400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.2.4006-1_1600x.jpg",40.00,women
2166,DANIEL KLEIN WOMENS SUNGLASSES - DK4287PC2,,"https://jubilee.ae/cdn/shop/products/DK4287PC2_200x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_400x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_600x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_700x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_800x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_900x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_1000x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_1200x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_1400x.png, https://jubilee.ae/cdn/shop/products/DK4287PC2_1600x.png",58.50,women
2167,FREELOOK EIFFEL WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10181-6,"PRODUCT DETAILS

Case Color: Steel
Dial Color: White Mother of Pearl
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 32*40MM
Strap Material: Stainless Steel
Band Width: 14*14MM
Dial Type: MOP DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/FL.1.10181-6_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10181-6_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10181-6_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10181-6_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10181-6_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10181-6_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10181-6_1000x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10181-6_1200x.jpg",144.50,women
2168,DANIEL KLEIN WOMENS SUNGLASSES - DK4272C2,,"https://jubilee.ae/cdn/shop/products/DK4272C2_200x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_400x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_600x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_700x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_800x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_900x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_1000x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_1200x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_1400x.png, https://jubilee.ae/cdn/shop/products/DK4272C2_1600x.png",58.50,women
2169,BIGOTTI ROMA WOMENS STAINLESS STEEL STRAP WATCH - BG.1.10417-5,"PRODUCT DETAILS
Case Color: Steel/Rose Gold
Dial Color: Gun Metal
Strap Color: Steel/Rose Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 36*43MM
Strap Material: Stainless Steel
Band Width: 18*14MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10417-5_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10417-5_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10417-5_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10417-5_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10417-5_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10417-5_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10417-5_1000x.jpg",200.00,women
2170,CASIO LTPV004L7AUDF WOMEN'S LEATHER ANALOG WATCH,"• Leather Band.
• Mineral Glass.
• Water Resistant.
• Stainless Steel.
• Size of case: 35.2×30.2×7.8mm.
• Total weight : 28g.
• Date Display.

PRODUCT DESCRIPTION
This Casio Resin Watch features a simple yet stylish design to wear on casual occasions. It functions on Japanese quartz movement.
Stylish and modern design timepiece by Casio with strap that is made of Leather that gives a smooth touch and unique look The attractive design of the watch makes it fit along with most apparel, in parties, special occasions or to send it as a gift to whom you love 
  PRODUCT SPECIFICATIONS
WATCH INFORMATION
BRAND, SELLER, OR COLLECTION NAME Casio
MODEL NUMBER EAW-LTP-V004L-7AUDF
PART NUMBER LTP+V004L.7A
ITEM SHAPE Round
DIAL WINDOW MATERIAL TYPE Mineral
DISPLAY TYPE Analogue
CASE MATERIAL Stainless Steel
CASE DIAMETER 30 millimeters
CASE THICKNESS 7.8 millimeters
BAND MATERIAL Leather
BAND WIDTH 12 millimeters
ITEM WEIGHT 27 Grams
MOVEMENT Quartz
WATER RESISTANT DEPTH 10 Meters
  What's included in the set:
Casio women's watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/casio-ltpv004l7audf-womens-leather-analog-watch-866_200x.jpg, https://jubilee.ae/cdn/shop/products/casio-ltpv004l7audf-womens-leather-analog-watch-866_400x.jpg",68.80,women
2171,FREELOOK LUMIERE WOMENS STAINLESS STEEL STRAP WATCH - FL.1.10126-4,"PRODUCT DETAILS

Case Color: Steel/Rose Gold
Dial Color: Silver
Strap Color: Steel/Rose Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 34*41.8MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: EMBOSS DIAL WITH STONES","https://jubilee.ae/cdn/shop/products/FL.1.10126-4_200x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10126-4_400x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10126-4_600x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10126-4_700x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10126-4_800x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10126-4_900x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10126-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/FL.1.10126-4_1200x.jpg",153.00,women
2172,DANIEL KLEIN WOMENS STAINLESS STEEL STRAP GIFT SET - DK.1.13025-3,"PRODUCT DETAILS
Case Color: Gold
Dial Color: Silver
Strap Color: Gold
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 35*39MM
Strap Material: Stainless Steel
Band Width: 12*12MM
Dial Type: SUNRAY BRUSH DIAL WITH DOT","https://jubilee.ae/cdn/shop/products/DK.1.13025-3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-3_1000x.jpg",190.00,women
2173,DANIEL KLEIN PREMIUM WOMENS STAINLESS STEEL STRAP WATCH - DK.1.12400-5,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Gun Metal
Strap Color: Black
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 34*40.7MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12400-5_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12400-5_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12400-5_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12400-5_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12400-5_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12400-5_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12400-5_1000x.jpg",98.00,women
2174,CASIO LTP2083D1AVDF METAL WOMEN'S CLASSIC ANALOG WATCH,"• Case Material: Bezel Stainless steel.
• One-touch 3-fold Clasp.
• Stainless Steel Band.
• Mineral Glass.
• Water Resistance: 50 Meters.
• Size of case : 36.5×31×8.4mm
• Total weight : 64g
PRODUCT DESCRIPTION
Product Features: Brand: Casio Watch Shape: Round Band Material: Dial Steel Display Type: Analog Targeted Group: Women Type: Casual Watch Model Number: LTP-2083D-1AVDF Water Resistant: Yes Water Resistant Depth: 50 meterss Collection: Digital Dial Window Material Type: Mineral Band Color: Grey Case Material: Stainless steel Case Diameters: 31 mm Movement Type: Quartz Calendar: Yes Dial Color: Black EAN-13: 4971850926702
PRODUCT SPECIFICATIONS
WATCH INFORMATION
BRAND, SELLER, OR COLLECTION NAME Casio
MODEL NUMBER LTP-2083D-1AV
PART NUMBER LTP-2083D-1AV
ITEM SHAPE Round
DIAL WINDOW MATERIAL TYPE Mineral
DISPLAY TYPE Analog
CLASP Buckle
CASE MATERIAL Stainless Steel
CASE DIAMETER 36 millimeters
CASE THICKNESS 8 millimeters
BAND MATERIAL Stainless Steel
BAND WIDTH 18 millimeters
BAND COLOR Grey
DIAL COLOR Black
CALENDAR Day-Date
ITEM WEIGHT 118 Grams
MOVEMENT Quartz
WATER PRESSURE RESISTANCE 5 bar
WARRANTY TYPE Distributor
WARRANTY DESCRIPTION 1 year
  What's included in the set:
Casio women's watch, User's Manual, Gift Box, Warranty","https://jubilee.ae/cdn/shop/products/casio-ltp2083d1avdf-metal-womens-classic-analog-watch-815_200x.jpg, https://jubilee.ae/cdn/shop/products/casio-ltp2083d1avdf-metal-womens-classic-analog-watch-815_400x.jpg",178.60,women
2175,DANIEL KLEIN PREMIUM WOMENS STAINLESS STEEL STRAP WATCH - DK.1.12470-6,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Light Grey
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 33*39.7MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12470-6_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12470-6_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12470-6_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12470-6_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12470-6_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12470-6_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12470-6_1000x.jpg",112.00,women
2176,DANIEL KLEIN WOMENS STAINLESS STEEL STRAP GIFT SET - DK.1.13025-4,"PRODUCT DETAILS
Case Color: Steel/Rose Gold
Dial Color: Pink
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 35*39MM
Strap Material: Stainless Steel
Band Width: 12*12MM
Dial Type: SUNRAY BRUSH DIAL WITH DOT","https://jubilee.ae/cdn/shop/products/DK.1.13025-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.13025-4_1000x.jpg",190.00,women
2177,DANIEL KLEIN TRENDY WOMENS LEATHER STRAP WATCH - DK.1.12776-4,"PRODUCT DETAILS
Case Color: Gold
Dial Color: Champagne
Strap Color: Beige
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 34*42.3MM
Strap Material: Leather
Band Width: 14*14MM
Dial Type: SUNRAY DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/DK.1.12776-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12776-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12776-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12776-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12776-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12776-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12776-4_1000x.jpg",110.00,women
2178,BIGOTTI WOMENS MULTIFUNCTION STAINLESS STEEL STRAP WATCH - BG.1.10039-1,"PRODUCT DETAILS

Case Color: Steel
Dial Color: White Mother of Pearl
Strap Color: Steel
Function: Multifunction
Gender: Women
Case Material: Stainless Steel
Case Size: 36*41.6MM
Strap Material: Stainless Steel
Band Width: 18*16MM
Dial Type: MOP DIAL WITH STONES","https://jubilee.ae/cdn/shop/products/BG.1.10039-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10039-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10039-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10039-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10039-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10039-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10039-1_1000x.jpg",133.00,women
2179,BIGOTTI ROMA WOMENS STAINLESS STEEL STRAP WATCH - BG.1.10293-5,"PRODUCT DETAILS
Case Color: Steel/Gold
Dial Color: Green
Strap Color: Steel/Gold
Function: Time and Date
Gender: Women
Case Material: Brass
Case Size: 33*39MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: SUNRAY BRUSH DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/BG.1.10293-5_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10293-5_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10293-5_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10293-5_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10293-5_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10293-5_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10293-5_1000x.jpg",230.00,women
2180,BIGOTTI ROMA WOMENS STAINLESS STEEL STRAP WATCH - BG.1.10268-5,"PRODUCT DETAILS
Case Color: Gold
Dial Color: Silver
Strap Color: Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 33*39.5MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10268-5_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10268-5_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10268-5_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10268-5_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10268-5_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10268-5_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10268-5_1000x.jpg",180.00,women
2181,DANIEL KLEIN WOMEN ROSE GOLD/STEEL BRACELET - DKJ.3.2086-4,,"https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_1200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_1400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-4_1600x.jpg",75.00,women
2182,BIGOTTI WOMENS TIME ONLY STAINLESS STEEL STRAP WATCH - BG.1.10075-2,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Rose Gold
Strap Color: Rose Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 37*45.3MM
Strap Material: Stainless Steel
Band Width: 18*16MM
Dial Type: EMBOSS DIAL WITH PATTERN AND UP INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10075-2_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10075-2_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10075-2_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10075-2_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10075-2_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10075-2_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10075-2_1000x.jpg",140.00,women
2183,DANIEL KLEIN TRENDY WOMENS STAINLESS STEEL STRAP WATCH - DK.1.12398-3,"PRODUCT DETAILS

Case Color: Gold
Dial Color: White Mother of Pearl
Strap Color: Steel
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 34*34MM
Strap Material: Stainless Steel
Band Width: 14*14MM
Dial Type: MOP/SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12398-3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12398-3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12398-3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12398-3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12398-3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12398-3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12398-3_1000x.jpg",91.00,women
2184,DANIEL KLEIN PREMIUM WOMENS LEATHER STRAP WATCH - DK.1.12498-4,"PRODUCT DETAILS

Case Color: Gold
Dial Color: White
Strap Color: Beige
Function: Time Only
Gender: Women
Case Material: Metal
Case Size: 38*45MM
Strap Material: Leather
Band Width: 18*16MM
Dial Type: EMBOSS DIAL WITH DOTS","https://jubilee.ae/cdn/shop/products/DK.1.12498-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12498-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12498-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12498-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12498-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12498-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12498-4_1000x.jpg",84.00,women
2185,BIGOTTI ROMA WOMENS STAINLESS STEEL STRAP WATCH - BG.1.10370-4,"PRODUCT DETAILS
Case Color: Rose Gold
Dial Color: Grey
Strap Color: Rose Gold
Function: Time Only
Gender: Women
Case Material: Brass
Case Size: 33*39MM
Strap Material: Stainless Steel
Band Width: 16*14MM
Dial Type: SUNRAY BRUSH DIAL WITH STONE","https://jubilee.ae/cdn/shop/products/BG.1.10370-4_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10370-4_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10370-4_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10370-4_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10370-4_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10370-4_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10370-4_1000x.jpg",200.00,women
2186,DANIEL KLEIN WOMENS SUNGLASSES - DK4215C3,,"https://jubilee.ae/cdn/shop/products/DK4215C3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK4215C3_1600x.jpg",68.25,women
2187,DANIEL KLEIN WOMEN ROSE GOLD/STEEL BRACELET - DKJ.3.2086-3,,"https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_600x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_700x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_800x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_900x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_1000x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_1200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_1400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.3.2086-3_1600x.jpg",65.00,women
2188,SERGIO TACCHINI ARCHIVIO WOMENS STAINLESS STEEL STRAP WATCH - ST.1.10302-4,"PRODUCT DETAILS
Case Color: Steel/Rose Gold
Dial Color: Silver
Strap Color: Steel/Rose Gold
Function: Multifunction
Gender: Women
Case Material: Stainless Steel
Case Size: 38*46.5MM
Strap Material: Stainless Steel
Band Width: 20*18MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10302-4_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10302-4_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10302-4_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10302-4_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10302-4_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10302-4_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10302-4_1000x.jpg",300.00,women
2189,DANIEL KLEIN WOMENS SUNGLASSES - DK4189PC5,,"https://jubilee.ae/cdn/shop/products/DK4189PC5_200x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_400x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_600x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_700x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_800x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_900x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK4189PC5_1600x.jpg",78.00,women
